security_code,issuer_name,security_id,security_name,status,group,face_value,isin_no,instrument,load_date,source,data_source
750651,Urja Global Limited,URJA-RE,Urja Global Ltd,Suspended,R,0.05,INE550C20012,-,2026-07-03 22:20:52.856832,BSE,BSE
750652,L&T Finance Limited,LTF-RE,L&T Finance Holdings Ltd,Suspended,R,0.05,INE498L20015,-,2026-07-03 22:20:52.856832,BSE,BSE
750653,Patel Integrated Logistics Ltd,PATINT-RE,Patel Integrated Logistics Ltd,Delisted,R,0.05,INE529D20014,-,2026-07-03 22:20:52.856832,BSE,BSE
750654,Authum Investment & Infrastructure Limited,AIIL-RE,Authum Investment & Infrastructure Ltd,Suspended,R,0.05,INE206F20014,-,2026-07-03 22:20:52.856832,BSE,BSE
750655,Arvind Fashions Limited,AFL-RE,Arvind Fashions Ltd,Suspended,R,0.05,INE955V20021,-,2026-07-03 22:20:52.856832,BSE,BSE
750656,Rajapalayam Mills Limited,RAJAPLM-RE,Rajapalayam Mills Ltd,Suspended,R,0.05,INE296E20018,-,2026-07-03 22:20:52.856832,BSE,BSE
750657,Wep Solutions Ltd,WEPSOLN-RE,Wep Solutions Ltd,Suspended,R,0.05,INE434B20011,-,2026-07-03 22:20:52.856832,BSE,BSE
750658,Emerald Finance Limited,EMERALD-RE,Emerald Leasing Finance & Investment Company Ltd,Suspended,R,0.05,INE030Q20015,-,2026-07-03 22:20:52.856832,BSE,BSE
750659,Indigrid Infrastructure Trust,IGRID-RE,India Grid Trust,Suspended,R,0.05,INE219X20010,-,2026-07-03 22:20:52.856832,BSE,BSE
750660,Kddl Ltd,KDDL-RE,Kddl Ltd,Suspended,R,0.05,INE291D20011,-,2026-07-03 22:20:52.856832,BSE,BSE
750661,Vikas Lifecare Limited,VLIFE-RE,Vikas Lifecare Ltd,Suspended,R,0.05,INE161L20019,-,2026-07-03 22:20:52.856832,BSE,BSE
750662,Vikas Ecotech Limited,VECO-RE,Vikas Ecotech Ltd,Suspended,R,0.05,INE806A20012,-,2026-07-03 22:20:52.856832,BSE,BSE
750663,Aplab Ltd.,APLAB-RE,Aplab Ltd,Suspended,R,0.05,INE273A20015,-,2026-07-03 22:20:52.856832,BSE,BSE
750664,Sigma Advanced Systems Limited,SIGMAADVRE,Megasoft Ltd,Suspended,R,0.05,INE933B20012,-,2026-07-03 22:20:52.856832,BSE,BSE
750665,Sgl Resources Limited,SGLRES-RE,Scanpoint Geomatics Ltd,Suspended,R,0.05,INE967B20010,-,2026-07-03 22:20:52.856832,BSE,BSE
750666,Texel Industries Ltd.,TEXELIN-RE,Texel Industries Ltd,Suspended,R,0.05,INE594V20010,-,2026-07-03 22:20:52.856832,BSE,BSE
750667,Praxis Home Retail Limited,PRAXIS-RE,Praxis Home Retail Ltd,Suspended,R,0.05,INE546Y20014,-,2026-07-03 22:20:52.856832,BSE,BSE
750668,Bannari Amman Spinning Mills Ltd,BASML-RE,Bannari Amman Spinning Mills Ltd,Suspended,R,0.05,INE186H20014,-,2026-07-03 22:20:52.856832,BSE,BSE
750669,Asian Granito India Limited,ASIAN-RE,Asian Granito India Ltd,Suspended,R,0.05,INE022I20019,-,2026-07-03 22:20:52.856832,BSE,BSE
750670,Kesoram Industries Ltd,KIL-RE,Kesoram Industries Ltd,Suspended,R,0.05,INE087A20019,-,2026-07-03 22:20:52.856832,BSE,BSE
750671,Rpp Infra Projects Limited,RPP-RE,Rpp Infra Projects Ltd,Suspended,R,0.05,INE324L20013,-,2026-07-03 22:20:52.856832,BSE,BSE
750672,Aruna Hotels Ltd.,ARUNA-RE,Aruna Hotels Ltd,Suspended,R,0.05,INE957C20019,-,2026-07-03 22:20:52.856832,BSE,BSE
750673,Bharti Airtel  Ltd.,AIRTEL-RE,Bharti Airtel  Ltd,Suspended,R,0.05,INE397D20024,-,2026-07-03 22:20:52.856832,BSE,BSE
750674,Texmaco Rail & Engineering Limited,TRAIL-RE,Texmaco Rail & Engineering Ltd,Suspended,R,0.05,INE621L20012,-,2026-07-03 22:20:52.856832,BSE,BSE
750675,Patel Integrated Logistics Ltd,PATINT-RE1,Patel Integrated Logistics Ltd,Suspended,R,0.05,INE529D20022,-,2026-07-03 22:20:52.856832,BSE,BSE
750676,Vikas Lifecare Limited,VLIFE-RE1,Vikas Lifecare Ltd,Suspended,R,0.05,INE161L20027,-,2026-07-03 22:20:52.856832,BSE,BSE
750677,Ndl Ventures Limited,NDLVEN-RE,Nxtdigital Ltd,Suspended,R,0.05,INE353A20015,-,2026-07-03 22:20:52.856832,BSE,BSE
750678,Asian Tea & Exports Ltd.,ASIAT-RE,Asian Tea & Exports Ltd,Suspended,R,0.05,INE822B20017,-,2026-07-03 22:20:52.856832,BSE,BSE
750679,Anuroop Packaging Limited,ANUROOP-RE,Anuroop Packaging Ltd,Suspended,R,0.05,INE490Z20012,-,2026-07-03 22:20:52.856832,BSE,BSE
750680,Bharat Gears Ltd.,BGEAR-RE,Bharat Gears Ltd,Suspended,R,0.05,INE561C20019,-,2026-07-03 22:20:52.856832,BSE,BSE
750681,Indian Hotels Co. Ltd,IHCL-RE,Indian Hotels Co Ltd,Suspended,R,0.05,INE053A20011,-,2026-07-03 22:20:52.856832,BSE,BSE
750682,Swiss Military Consumer Goods Limited,SWISSMIL-RE,Swiss Military Consumer Goods Ltd,Suspended,R,0.05,INE010C20017,-,2026-07-03 22:20:52.856832,BSE,BSE
750683,Ur Sugar Industries Limited,URSUGAR-RE,Hkg Ltd,Suspended,R,0.05,INE904R20019,-,2026-07-03 22:20:52.856832,BSE,BSE
750684,Natural Capsules Ltd.,NATCAPS-RE,Natural Capsules Ltd,Suspended,R,0.05,INE936B20015,-,2026-07-03 22:20:52.856832,BSE,BSE
750685,Vikas Ecotech Limited,VECO-RE1,Vikas Ecotech Ltd,Suspended,R,0.05,INE806A20020,-,2026-07-03 22:20:52.856832,BSE,BSE
750686,Ridhi Synthetics Ltd.,RIDHISYN-RE,Ridhi Synthetics Ltd,Suspended,R,0.05,INE07LK20010,-,2026-07-03 22:20:52.856832,BSE,BSE
750687,Vishvprabha Ventures Limited,VISVENL-RE,Vishvprabha Ventures Ltd,Suspended,R,0.05,INE762D20011,-,2026-07-03 22:20:52.856832,BSE,BSE
750688,Shivam Autotech Limited,SHIVAM-RE,Shivam Autotech Ltd,Suspended,R,0.05,INE637H20016,-,2026-07-03 22:20:52.856832,BSE,BSE
750689,B.N.Rathi Securities Ltd.,BNRSEC-RE,Bnrathi Securities Ltd,Suspended,R,0.05,INE710D20010,-,2026-07-03 22:20:52.856832,BSE,BSE
750690,Beardsell Limited,BEARD-RE,Beardsell Ltd,Delisted,R,0.05,INE520H20014,-,2026-07-03 22:20:52.856832,BSE,BSE
750691,Som Distilleries & Breweries Ltd.,SDBL-RE,Som Distilleries & Breweries Ltd,Suspended,R,0.05,INE480C20012,-,2026-07-03 22:20:52.856832,BSE,BSE
750692,Choice International Ltd,CHOICEIN-RE,Choice International Ltd,Delisted,R,0.05,INE102B20014,-,2026-07-03 22:20:52.856832,BSE,BSE
750693,Veer Global Infraconstruction Limited,VEERGIL-RE,Veer Global Infraconstruction Ltd,Suspended,R,0.05,INE244W20010,-,2026-07-03 22:20:52.856832,BSE,BSE
750694,Shri Vasuprada Plantations Limited,VASUPR-RE,Joonktollee Tea & Industries Ltd,Suspended,R,0.05,INE574G20021,-,2026-07-03 22:20:52.856832,BSE,BSE
750695,Vikram Kamats Hospitality Limited,VIDLI-RE,Vidli Restaurants Ltd,Delisted,R,0.05,INE564S20019,-,2026-07-03 22:20:52.856832,BSE,BSE
750696,Wardwizard Innovations And Mobility Limited,WARDWIZ-RE,Wardwizard Innovations And Mobility Ltd,Suspended,R,0.05,INE945P20016,-,2026-07-03 22:20:52.856832,BSE,BSE
750697,Altius Telecom Infrastructure Trust,ALTIUS-RE,Data Infrastructure Trust,Suspended,R,0.05,INE0BWS20014,-,2026-07-03 22:20:52.856832,BSE,BSE
750698,Tilak Ventures Limited,TILAK-RE,Tilak Ventures Ltd,Suspended,R,0.05,INE026L20022,-,2026-07-03 22:20:52.856832,BSE,BSE
750699,Prismx Global Ventures Limited,PRISMX-RE,Prismx Global Ventures Ltd,Suspended,R,0.05,INE286N20010,-,2026-07-03 22:20:52.856832,BSE,BSE
750700,Wockhardt Ltd,WOCKH-RE,Wockhardt Ltd,Suspended,R,0.05,INE049B20017,-,2026-07-03 22:20:52.856832,BSE,BSE
750701,Advik Capital Limited,ADVIKCA-RE,Advik Capital Ltd,Suspended,R,0.05,INE178T20016,-,2026-07-03 22:20:52.856832,BSE,BSE
750702,Rainbow Foundations Ltd,RAINBOWF-RE,Rainbow Foundations Ltd,Suspended,R,0.05,INE230F20014,-,2026-07-03 22:20:52.856832,BSE,BSE
750703,Asm Technologies Ltd.,ASMTEC-RE,Asm Technologies Ltd,Suspended,R,0.05,INE867C20028,-,2026-07-03 22:20:52.856832,BSE,BSE
750704,Spv Global Trading Limited,SPVGLOB-RE,Spv Global Trading Ltd,Suspended,R,0.05,INE177E20010,-,2026-07-03 22:20:52.856832,BSE,BSE
750705,Hcp Plastene Bulkpack Limited,HPBL-RE,Hcp Plastene Bulkpack Ltd,Suspended,R,0.05,INE136C20010,-,2026-07-03 22:20:52.856832,BSE,BSE
750706,Makers Laboratories Ltd.,MAKERSL-RE,Makers Laboratories Ltd,Suspended,R,0.05,INE987A20010,-,2026-07-03 22:20:52.856832,BSE,BSE
750707,Nakoda Group Of Industries Limited,NGIL-RE,Nakoda Group Of Industries Ltd,Suspended,R,0.05,INE236Y20012,-,2026-07-03 22:20:52.856832,BSE,BSE
750708,Bhagiradha Chemicals And Industries,BCIL-RE,Bhagiradha Chemicals And Industries,Suspended,R,0.05,INE414D20019,-,2026-07-03 22:20:52.856832,BSE,BSE
750709,Asian Granito India Limited,ASIAN-RE1,Asian Granito India Ltd,Suspended,R,0.05,INE022I20027,-,2026-07-03 22:20:52.856832,BSE,BSE
750710,Aurum Proptech Limited,AURUM-RE,Aurum Proptech Ltd,Suspended,R,0.05,INE898S20011,-,2026-07-03 22:20:52.856832,BSE,BSE
750711,Tcm Ltd.,TCM-RE,Tcm Ltd,Suspended,R,0.05,INE034F20010,-,2026-07-03 22:20:52.856832,BSE,BSE
750712,Ncl Research And Financial Services,NCLRESE-RE,Ncl Research And Financial Services,Suspended,R,0.05,INE132F20012,-,2026-07-03 22:20:52.856832,BSE,BSE
750713,Integra Essentia Limited,ESSEN-RE,Integra Essentia Ltd,Suspended,R,0.05,INE418N20019,-,2026-07-03 22:20:52.856832,BSE,BSE
750714,Dynemic Products Ltd.,DYNPRO-RE,Dynemic Products Ltd,Suspended,R,0.05,INE256H20015,-,2026-07-03 22:20:52.856832,BSE,BSE
750715,Davangere Sugar Company Limited,DAVAN-RE,Davangere Sugar Company Ltd,Suspended,R,0.05,INE179G20011,-,2026-07-03 22:20:52.856832,BSE,BSE
750716,Satyam Silk Mills Ltd,SATSILK-RE,Satyam Silk Mills Ltd,Suspended,R,0.05,INE07MC20015,-,2026-07-03 22:20:52.856832,BSE,BSE
750717,Kallam Textiles Ltd,KALLAM-RE,Kallam Textiles Ltd,Suspended,R,0.05,INE629F20017,-,2026-07-03 22:20:52.856832,BSE,BSE
750718,Saboo Sodium Chloro Ltd.,SABOOSOD-RE,Saboo Sodium Chloro Ltd,Suspended,R,0.05,INE440C20016,-,2026-07-03 22:20:52.856832,BSE,BSE
750719,Banas Finance Limited,BANASFN-RE,Banas Finance Ltd,Suspended,R,0.05,INE521L20014,-,2026-07-03 22:20:52.856832,BSE,BSE
750720,Maharashtra Corporation Ltd.,MAHACOP-RE,Maharashtra Corporation Ltd,Suspended,R,0.05,INE272E20027,-,2026-07-03 22:20:52.856832,BSE,BSE
750721,Ptc Industries Ltd.,PTCIN-RE,Ptc Industries Ltd,Suspended,R,0.05,INE596F20018,-,2026-07-03 22:20:52.856832,BSE,BSE
750722,Gennex Laboratories Ltd,GENNEX-RE,Gennex Laboratories Ltd,Suspended,R,0.05,INE509C20018,-,2026-07-03 22:20:52.856832,BSE,BSE
750723,Sandur Manganese & Iron Ores Ltd.,SANDUMA-RE,Sandur Manganese & Iron Ores Ltd,Suspended,R,0.05,INE149K20016,-,2026-07-03 22:20:52.856832,BSE,BSE
750724,Swiss Military Consumer Goods Limited,SWISSM-RE,Swiss Military Consumer Goods Ltd,Suspended,R,0.05,INE010C20025,-,2026-07-03 22:20:52.856832,BSE,BSE
750725,Mercury Ev-Tech Limited,MERCURY-RE,Mercury Metals Limited,Suspended,R,0.05,INE763M20010,-,2026-07-03 22:20:52.856832,BSE,BSE
750726,Add-Shop E-Retail Limited,ASRL-RE,Add-Shop E-Retail Limited,Suspended,R,0.05,INE01B520018,-,2026-07-03 22:20:52.856832,BSE,BSE
750727,Kcl Infra Projects Limited,KCLINF-RE,Kcl Infra Projects Ltd,Suspended,R,0.05,INE469F20018,-,2026-07-03 22:20:52.856832,BSE,BSE
750728,G G Engineering Limited,GGENG-RE,G G Engineering Ltd,Suspended,R,0.05,INE694X20014,-,2026-07-03 22:20:52.856832,BSE,BSE
750729,7Nr Retail Limited,7NR-RE,7Nr Retail Ltd,Suspended,R,0.05,INE413X20019,-,2026-07-03 22:20:52.856832,BSE,BSE
750730,Meghna Infracon Infrastructure Limited,MIIL-RE,Naysaa Securities Ltd,Suspended,R,0.05,INE898Q20015,-,2026-07-03 22:20:52.856832,BSE,BSE
750731,Coastal Corporation Limited,COAST-RE,Coastal Corporation Ltd,Suspended,R,0.05,INE377E20016,-,2026-07-03 22:20:52.856832,BSE,BSE
750732,Suditi Industries Ltd.,SUDTIND-RE,Suditi Industries Ltd,Suspended,R,0.05,INE691D20012,-,2026-07-03 22:20:52.856832,BSE,BSE
750733,Gautam Gems Limited,GGL-RE,Gautam Gems Ltd,Suspended,R,0.05,INE063Z20017,-,2026-07-03 22:20:52.856832,BSE,BSE
750734,Suzlon Energy Ltd.,SUZLON-RE,Suzlon Energy Ltd,Suspended,R,0.05,INE040H20013,-,2026-07-03 22:20:52.856832,BSE,BSE
750735,Suven Life Sciences Ltd.,SUVEN-RE,Suven Life Sciences Ltd,Suspended,R,0.05,INE495B20012,-,2026-07-03 22:20:52.856832,BSE,BSE
750736,Hilton Metal Forging Limited,HILTON-RE,Hilton Metal Forging Ltd,Suspended,R,0.05,INE788H20017,-,2026-07-03 22:20:52.856832,BSE,BSE
750737,Transwarranty Finance Limited,TFL-RE,Transwarranty Finance Ltd,Suspended,R,0.05,INE804H20012,-,2026-07-03 22:20:52.856832,BSE,BSE
750738,Compuage Infocom Ltd,COMP-RE,Compuage Infocom Ltd,Suspended,R,0.05,INE070C20011,-,2026-07-03 22:20:52.856832,BSE,BSE
750739,Integra Essentia Limited,ESSEN-RE1,Integra Essentia Ltd,Suspended,R,0.05,INE418N20027,-,2026-07-03 22:20:52.856832,BSE,BSE
750740,Samor Reality Limited,SAMOR-RE,Samor Reality Ltd,Suspended,R,0.05,INE0GD220014,-,2026-07-03 22:20:52.856832,BSE,BSE
750741,Rungta Irrigation Ltd.,RUNGTA-RE,Rungta Irrigation Ltd,Suspended,R,0.05,INE347C20013,-,2026-07-03 22:20:52.856832,BSE,BSE
750742,Roni Households Limited,RONI-RE,Roni Households Ltd,Suspended,R,0.05,INE02AP20013,-,2026-07-03 22:20:52.856832,BSE,BSE
750743,Smc Credits Ltd.,SMCREDT-RE,Smc Credits Ltd,Suspended,R,0.05,INE440E20012,-,2026-07-03 22:20:52.856832,BSE,BSE
750744,Adcon Capital Services Limited,ADCON-RE,Adcon Capital Services Ltd,Suspended,R,0.05,INE805Q20010,-,2026-07-03 22:20:52.856832,BSE,BSE
750745,Hatsun Agro Products Ltd.,HATSUN-RE,Hatsun Agro Products Ltd,Suspended,R,0.05,INE473B20019,-,2026-07-03 22:20:52.856832,BSE,BSE
750746,Rswm Limited,RSWM-RE,Rswm Ltd,Suspended,R,0.05,INE611A20016,-,2026-07-03 22:20:52.856832,BSE,BSE
750747,Thambbi Modern Spinning Mills Ltd.,THAMBBI-RE,Thambbi Modern Spinning Mills Ltd,Delisted,R,0.05,INE830D20016,-,2026-07-03 22:20:52.856832,BSE,BSE
750748,Anjani Portland Cement Ltd.,APCL-RE,Anjani Portland Cement Ltd,Suspended,R,0.05,INE071F20012,-,2026-07-03 22:20:52.856832,BSE,BSE
750749,Shah Metacorp Limited,SHAH-RE,Gyscoal Alloys Ltd,Suspended,R,0.05,INE482J20013,-,2026-07-03 22:20:52.856832,BSE,BSE
750750,Quint Digital Limited,QUINT-RE,Quint Digital Media Ltd,Suspended,R,0.05,INE641R20017,-,2026-07-03 22:20:52.856832,BSE,BSE
750751,Visagar Financial Services Ltd,VISAGAR-RE,Visagar Financial Services Ltd,Suspended,R,0.05,INE309H20012,-,2026-07-03 22:20:52.856832,BSE,BSE
750752,Rajapalayam Mills Limited,RAJAPAL-RE,Rajapalayam Mills Ltd,Suspended,R,0.05,INE296E20026,-,2026-07-03 22:20:52.856832,BSE,BSE
750753,Vaxfab Enterprises Limited,VEL-RE,Vaxfab Enterprises Ltd,Suspended,R,0.05,INE560T20015,-,2026-07-03 22:20:52.856832,BSE,BSE
750754,Pacific Industries Ltd.,PACIFIC-RE,Pacific Industries Ltd,Suspended,R,0.05,INE883C20017,-,2026-07-03 22:20:52.856832,BSE,BSE
750755,Jet Freight Logistics Limited,JETFRE-RE,Jet Freight Logistics Ltd,Suspended,R,0.05,INE982V20017,-,2026-07-03 22:20:52.856832,BSE,BSE
750756,Family Care Hospitals Limited,FAMILY-RE,Family Care Hospitals Ltd,Suspended,R,0.05,INE146N20016,-,2026-07-03 22:20:52.856832,BSE,BSE
750757,Aarti Surfactants Limited,AARTI-RE,Aarti Surfactants Ltd,Suspended,R,0.05,INE09EO20013,-,2026-07-03 22:20:52.856832,BSE,BSE
750758,Markolines Pavement Technologies Limited,MARKO-RE,Markolines Pavement Technologies Ltd,Suspended,R,0.05,INE0FW020016,-,2026-07-03 22:20:52.856832,BSE,BSE
750759,Indowind Energy Ltd.,INDO-RE,Indowind Energy Ltd,Suspended,R,0.05,INE227G20018,-,2026-07-03 22:20:52.856832,BSE,BSE
750760,Heritage Foods Limited,HERIT-RE,Heritage Foods Ltd,Suspended,R,0.05,INE978A20019,-,2026-07-03 22:20:52.856832,BSE,BSE
750761,Hazoor Multi Projects Limited,HAZOOR-RE,Hazoor Multi Projects Ltd,Suspended,R,0.05,INE550F20015,-,2026-07-03 22:20:52.856832,BSE,BSE
750762,Shree Ganesh Remedies Limited,SGRL-RE,Shree Ganesh Remedies Ltd,Suspended,R,0.05,INE414Y20015,-,2026-07-03 22:20:52.856832,BSE,BSE
750763,Sprayking Limited,SPRAY-RE,Sprayking Agro Equipment Ltd,Suspended,R,0.05,INE537U20011,-,2026-07-03 22:20:52.856832,BSE,BSE
750764,Patel Engineering Ltd,PATEL-RE,Patel Engineering Ltd,Suspended,R,0.05,INE244B20014,-,2026-07-03 22:20:52.856832,BSE,BSE
750765,Edvenswa Enterprises Limited,EDVEN-RE,Edvenswa Enterprises Ltd,Suspended,R,0.05,INE125G20014,-,2026-07-03 22:20:52.856832,BSE,BSE
750766,Shukra Pharmaceuticals Limited,SHUKRA-RE,Shukra Pharmaceuticals Ltd,Suspended,R,0.05,INE551C20028,-,2026-07-03 22:20:52.856832,BSE,BSE
750767,Raj Oil Mills Limited,ROML-RE,Raj Oil Mills Ltd,Suspended,R,0.05,INE294G20018,-,2026-07-03 22:20:52.856832,BSE,BSE
750768,Parvati Sweetners And Power Ltd.,PARVATI-RE,Parvati Sweetners And Power Ltd,Suspended,R,0.05,INE295Z20015,-,2026-07-03 22:20:52.856832,BSE,BSE
750769,Veer Global Infraconstruction Limited,VEERGL-RE,Veer Global Infraconstruction Ltd,Suspended,R,0.05,INE244W20028,-,2026-07-03 22:20:52.856832,BSE,BSE
750770,Capri Global Capital Limited,CGCL-RE,Capri Global Capital Ltd,Suspended,R,0.05,INE180C20018,-,2026-07-03 22:20:52.856832,BSE,BSE
750771,Amal Ltd,AMAL-RE,Amal Ltd,Suspended,R,0.05,INE841D20013,-,2026-07-03 22:20:52.856832,BSE,BSE
750772,Share India Securities Limited,SHARE-RE,Share India Securities Ltd,Suspended,R,0.05,INE932X20018,-,2026-07-03 22:20:52.856832,BSE,BSE
750773,Sparc Electrex Limited,SPARC-RE,Sparc Electrex Ltd,Suspended,R,0.05,INE960B20015,-,2026-07-03 22:20:52.856832,BSE,BSE
750774,Gokul Agro Resources Ltd,GOKUL-RE,Gokul Agro Resources Ltd,Suspended,R,0.05,INE314T20017,-,2026-07-03 22:20:52.856832,BSE,BSE
750775,A.F. Enterprises Limited,AFEL-RE,Af Enterprises Ltd,Suspended,R,0.05,INE663P20015,-,2026-07-03 22:20:52.856832,BSE,BSE
750776,Sepc Limited,SEPC-RE,Sepc Ltd,Suspended,R,0.05,INE964H20014,-,2026-07-03 22:20:52.856832,BSE,BSE
750777,Pnb Housing Finance Limited,PNB-RE,Pnb Housing Finance Ltd,Suspended,R,0.05,INE572E20012,-,2026-07-03 22:20:52.856832,BSE,BSE
750778,Mkventures Capital Limited,MKVEN-RE,Mkventures Capital Ltd,Suspended,R,0.05,INE874A20010,-,2026-07-03 22:20:52.856832,BSE,BSE
750779,Som Distilleries & Breweries Ltd.,SDBL-RE1,Som Distilleries & Breweries Ltd,Suspended,R,0.05,INE480C20020,-,2026-07-03 22:20:52.856832,BSE,BSE
750780,Teamo Productions Hq Limited,TPHQ-RE,Gi Engineering Solutions Ltd,Suspended,R,0.05,INE065J20016,-,2026-07-03 22:20:52.856832,BSE,BSE
750781,Prerna Infrabuild Limited,PRERNA-RE,Prerna Infrabuild Ltd,Suspended,R,0.05,INE426H20014,-,2026-07-03 22:20:52.856832,BSE,BSE
750782,Rushil Decor Limited,RUSHI-RE1,Rushil Decor Ltd,Suspended,R,0.05,INE573K20025,-,2026-07-03 22:20:52.856832,BSE,BSE
750783,Murae Organisor Limited,MURAE -RE,Murae Organisor Ltd,Suspended,R,0.05,INE060620015,-,2026-07-03 22:20:52.856832,BSE,BSE
750784,Samor Reality Limited,SAMOR-RE1,Samor Reality Ltd,Suspended,R,0.05,INE0GD220022,-,2026-07-03 22:20:52.856832,BSE,BSE
750785,Enbee Trade & Finance Ltd.,ENBEE-RE,Enbee Trade & Finance Ltd,Suspended,R,0.05,INE993I20011,-,2026-07-03 22:20:52.856832,BSE,BSE
750786,Clara Industries Limited,CLARA-RE,Clara Industries Ltd,Suspended,R,0.05,INE0JJS20014,-,2026-07-03 22:20:52.856832,BSE,BSE
750787,Sharanam Infraproject And Trading Limited,SIPTL-RE,Sharanam Infraproject And Trading Ltd,Suspended,R,0.05,INE104S20014,-,2026-07-03 22:20:52.856832,BSE,BSE
750788,Kcd Industries India Limited,KCD-RE,Kcd Industries India Ltd,Suspended,R,0.05,INE185U20019,-,2026-07-03 22:20:52.856832,BSE,BSE
750789,Praxis Home Retail Limited,PRAXIS-RE1,Praxis Home Retail Ltd,Suspended,R,0.05,INE546Y20022,-,2026-07-03 22:20:52.856832,BSE,BSE
750790,Guru Krupa Gems And Jewellery Limited,GKL-RE,Bhakti Gems And Jewellery Ltd,Suspended,R,0.05,INE986W20016,-,2026-07-03 22:20:52.856832,BSE,BSE
750791,Shree Rama Multi-Tech Ltd.,SHRERA-RE,Shree Rama Multi-Tech Ltd,Suspended,R,0.05,INE879A20019,-,2026-07-03 22:20:52.856832,BSE,BSE
750792,North Eastern Carrying Corporation Limited,NECLTD-RE,North Eastern Carrying Corporation Ltd,Suspended,R,0.05,INE553C20016,-,2026-07-03 22:20:52.856832,BSE,BSE
750793,Udaipur Cement Works Limited,UCWL-RE,Udaipur Cement Works Ltd,Suspended,R,0.05,INE225C20011,-,2026-07-03 22:20:52.856832,BSE,BSE
750794,Cressanda Railway Solutions Limited,CRSL-RE,Cressanda Solutions Ltd,Suspended,R,0.05,INE716D20017,-,2026-07-03 22:20:52.856832,BSE,BSE
750795,Alan Scott Enterprises Limited,ALAN-RE,Alan Scott Industries Ltd,Suspended,R,0.05,INE273F20014,-,2026-07-03 22:20:52.856832,BSE,BSE
750796,Vintage Coffee And Beverages Limited,VINCOFE -RE,Vintage Coffee And Beverages Ltd,Suspended,R,0.05,INE498Q20014,-,2026-07-03 22:20:52.856832,BSE,BSE
750797,Shraddha Prime Projects Ltd,SPPL-RE,Shraddha Prime Projects Ltd,Suspended,R,0.05,INE311M20018,-,2026-07-03 22:20:52.856832,BSE,BSE
750798,Bandaram Pharma Packtech Limited,BPPL-RE,Bandaram Pharma Packtech Ltd,Suspended,R,0.05,INE875N20010,-,2026-07-03 22:20:52.856832,BSE,BSE
750799,Eiko Lifesciences Limited,EIKO-RE,Eiko Lifesciences Ltd,Suspended,R,0.05,INE666Q20016,-,2026-07-03 22:20:52.856832,BSE,BSE
750800,G G Engineering Limited,GGENGL-RE,G G Engineering Ltd,Suspended,R,0.05,INE694X20022,-,2026-07-03 22:20:52.856832,BSE,BSE
750801,Seacoast Shipping Services Limited,SEACO-RE,Seacoast Shipping Services Ltd,Suspended,R,0.05,INE277T20016,-,2026-07-03 22:20:52.856832,BSE,BSE
750802,Credent Global Finance Limited,CGFL-RE,Credent Global Finance Ltd,Suspended,R,0.05,INE727C20016,-,2026-07-03 22:20:52.856832,BSE,BSE
750803,Brooks Laboratories Limited,BROOKS-RE,Brooks Laboratories Ltd,Suspended,R,0.05,INE650L20011,-,2026-07-03 22:20:52.856832,BSE,BSE
750804,Piramal Pharma Limited,PLPHAR-RE,Piramal Pharma Ltd,Suspended,R,0.05,INE0DK520011,-,2026-07-03 22:20:52.856832,BSE,BSE
750805,Orient Green Power Company Limited,GREEN-RE,Orient Green Power Company Ltd,Suspended,R,0.05,INE999K20014,-,2026-07-03 22:20:52.856832,BSE,BSE
750806,Gretex Corporate Services Limited,GRETEX-RE,Gretex Corporate Services Ltd,Suspended,R,0.05,INE199P20010,-,2026-07-03 22:20:52.856832,BSE,BSE
750807,Advik Capital Limited,ADVIK-RE,Advik Capital Ltd,Suspended,R,0.05,INE178T20024,-,2026-07-03 22:20:52.856832,BSE,BSE
750808,Nakoda Group Of Industries Limited,NGIL-RE1,Nakoda Group Of Industries Ltd,Suspended,R,0.05,INE236Y20020,-,2026-07-03 22:20:52.856832,BSE,BSE
750809,Bhandari Hosiery Exports Ltd.,BHANDA-RE,Bhandari Hosiery Exports Ltd,Suspended,R,0.05,INE474E20011,-,2026-07-03 22:20:52.856832,BSE,BSE
750810,Syschem (India) Ltd.,SYSCHEM-RE,Syschem (India) Ltd,Suspended,R,0.05,INE121D20010,-,2026-07-03 22:20:52.856832,BSE,BSE
750811,Globalspace Technologies Limited,GSTL-RE,Globalspace Technologies Ltd,Suspended,R,0.05,INE632W20016,-,2026-07-03 22:20:52.856832,BSE,BSE
750812,Aerpace Industries Limited,AERPACE-RE,Aerpace Industries Ltd,Suspended,R,0.05,INE175N20015,-,2026-07-03 22:20:52.856832,BSE,BSE
750813,Sepc Limited,SEPC-RE1,Sepc Ltd,Suspended,R,0.05,INE964H20022,-,2026-07-03 22:20:52.856832,BSE,BSE
750814,Asit C Mehta Financial Services Limited,ASITC-RE,Asit C Mehta Financial Services Ltd,Suspended,R,0.05,INE041B20014,-,2026-07-03 22:20:52.856832,BSE,BSE
750815,Lloyds Engineering Works Limited,LLOYDS-RE,Lloyds Engineering Works Ltd,Suspended,R,0.05,INE093R20011,-,2026-07-03 22:20:52.856832,BSE,BSE
750816,La Tim Metal & Industries Limited,LATIM-RE,La Tim Metal & Industries Ltd,Suspended,R,0.05,INE501N20012,-,2026-07-03 22:20:52.856832,BSE,BSE
